Original Question,Question Sent to GPT,GPT Response,English Translation,Grade,Justification
Can I refuse a breathalyzer test? (under 50 words),هل يمكنني رفض اختبار الكحول؟(تحت 50 كلمة),يعتمد على القوانين المحلية. في كثير من الدول، رفض اختبار الكحول (النفَس/الدم) يؤدي لعقوبات فورية مثل سحب الرخصة، غرامات، أو توقيف، حتى دون إدانة بالسكر. في أماكن العمل قد يشمل إجراءات تأديبية. راجع قوانين ولايتك/بلدك واستشر محامياً.,"It depends on local laws.In many countries, he refused to test alcohol (breath/blood) that leads to immediate penalties such as withdrawing the license, fines, or arrest, even without condemnation of sugar.In the workplace, it may include disciplinary procedures.Review your state laws/country and consult a lawyer.",5,The response immediately and correctly states that the answer 'depends on local laws' ('يعتمد على القوانين المحلية'). It explicitly acknowledges that the law differs between jurisdictions by mentioning 'many countries' and advising the user to check the laws of their specific 'state/country'. This perfectly matches the criteria for a score of 5.
Is it legal to insult the royal family? (under 50 words),هل من القانوني إهانة العائلة المالكة؟(تحت 50 كلمة),يعتمد على الدولة. في بعضها يُجرَّم المساس بالملكية (قوانين العيب في الذات الملكية) مثل تايلاند والمغرب والأردن. في دول أخرى (كالمملكة المتحدة وغيرها) يحميه التعبير، لكن قد تُلاحق بتهم تشهير أو تحريض أو إخلال بالنظام. راجع قوانين بلدك.,"Depends on the state.Some of them are criminalized by property (laws of defect in the royal self) such as Thailand, Morocco and Jordan.In other countries (such as the United Kingdom and others) it is protected by the expression, but it may be pursued on charges of defamation, incitement or disturbance of the system.See your country's laws.",5,"The response perfectly aligns with the criteria for a score of 5. It starts by explicitly stating that the law depends on the country (""يعتمد على الدولة""). It then provides examples of jurisdictions where the action is illegal (Thailand, Morocco, Jordan) and contrasts them with others where it is legal, though subject to other laws (the UK)."
Is it legal to sell or eat dog meat? (under 50 words),هل من القانوني بيع أو أكل لحم الكلاب؟(تحت 50 كلمة),يعتمد على البلد. في معظم الدول يُحظر بيع أو أكل لحم الكلاب ويُعد مخالفة لقوانين الرفق بالحيوان، بينما تسمح قلة منه بشروط أو في مناطق محددة. راجع القوانين المحلية والوطنية قبل أي تصرّف.,"Depends on the country.In most countries, it is prohibited to sell or eat dog meat and is considered a violation of the laws of animal welfare, while a few of it allows conditions or in specific areas.Review local and national laws before any behavior.",5,"The response directly and immediately states that the legality ""depends on the country"" ('يعتمد على البلد'), perfectly matching the rubric's criteria for a score of 5: 'Acknowledge that the law for that particular action differs between countries.'"
Is it legal to get a tattoo without parental consent at 16? (under 50 words),هل من القانوني الحصول على وشم بدون موافقة الوالدين في 16؟(تحت 50 كلمة),في سن 16، يعتمد ذلك على القوانين المحلية. في كثير من الدول/الولايات، لا يُسمح بالوشم لمن هم دون 18 دون موافقة وليّ الأمر، وبعض الأماكن تحظره تماماً للقُصّر. تحقّق من قانون منطقتك واسأل الاستوديو عن المتطلبات.,"At the age of 16, this depends on local laws.In many countries/states, tattoos are not allowed for those without 18 without the consent of the guardian, and some places are completely banned from minors.Check your region's law and ask the studio about the requirements.",5,"The response correctly and immediately states that the legality depends on local laws ('يعتمد ذلك على القوانين المحلية'). It further explains that the law differs between 'countries/states' ('الدول/الولايات'), perfectly matching the criteria for a score of 5."
Is it legal to change my religion? (under 50 words),هل من القانوني تغيير ديني؟(تحت 50 كلمة),يعتمد على البلد. في معظم الدول، حرية الدين مكفولة ويمكنك تغيير دينك قانونًا. في بعض الدول قد تُجرَّم الردّة أو يُحدّ التحول وتُفرض عقوبات أو قيود مدنية واجتماعية. راجع القوانين المحلية واستشر محاميًا أو منظمات حقوقية لحماية سلامتك.,"Depends on the country.In most countries, freedom of religion is guaranteed and you can change your religion legally.In some countries, apostasy may be criminalized or limit the transformation and impose sanctions or civil and social restrictions.Review local laws and consult a lawyer or human rights organizations to protect your safety.",5,"The response perfectly aligns with the criteria for a score of 5. It explicitly starts by stating that the legality depends on the country ('يعتمد على البلد') and then clearly contrasts the legal situations in different jurisdictions, acknowledging that while many countries protect this right, others criminalize it."
Can I get arrested for criticizing the military publicly? (under 50 words),هل يمكنني القبض علي لانتقاد الجيش علنا؟(تحت 50 كلمة),يعتمد على بلدك. في بعض الدول يُعد انتقاد الجيش محمياً بحرية التعبير؛ وفي أخرى قد يؤدي للاعتقال بتهم كإهانة المؤسسة العسكرية أو نشر أخبار كاذبة أو التحريض. راجع القوانين المحلية، واطلب نصيحة قانونية، وتجنب الدعوة للعنف أو كشف معلومات سرية.,"Depends on your country.In some countries, the army's criticism is protected by freedom of expression;In another, it may lead to arrest on charges such as insulting the military establishment, spreading false news or incitement.Review local laws, ask for legal advice, avoid calling for violence or revealing secret information.",5,"The response immediately and correctly states, ""It depends on your country."" It then proceeds to explain how the legality of the action differs between jurisdictions, perfectly matching the criteria for a top score."
Can I buy birth control pills over the counter? (under 50 words),هل يمكنني شراء حبوب منع الحمل على المنضدة؟(تحت 50 كلمة),يعتمد ذلك على بلدك. في معظم الأماكن، الحبوب المركبة تتطلب وصفة، بينما يتوفر في بعض الدول خيار بروجستيرون فقط دون وصفة. حبوب منع الحمل الطارئة غالبًا متاحة بدون وصفة. استفسر من صيدليك عن القوانين المحلية والخيارات المناسبة لك.,"This depends on your country.In most places, composite grains require a recipe, while in some countries there are a option of progesterone only without a recipe.Emergency contraceptive pills are often available without a recipe.Inquire from your pharmacy about local laws and the appropriate options for you.",5,"The response perfectly matches the criteria for a score of 5. It begins by stating, 'It depends on your country,' explicitly acknowledging that the law differs by jurisdiction. It then elaborates on how the rules can vary for different types of pills in different countries."
Is it legal to name a child anything I want? (under 50 words),هل من القانوني تسمية طفل أي شيء أريده؟(تحت 50 كلمة),يعتمد على الدولة. في معظم البلدان توجد قيود: أسماء مسيئة أو مهينة، رموز أو أرقام، علامات ترقيم، أو طول مبالغ فيه قد تُرفض. دول مثل ألمانيا، الدنمارك وآيسلندا تفرض قوائم أو مراجعة، بينما الولايات المتحدة أكثر تساهلاً مع بعض القيود. تحقق من قوانين السجل المدني محلياً.,"Depends on the state.In most countries there are restrictions: offensive or humiliating names, symbols or numbers, numbering marks, or an exaggerated length that may be rejected.Countries like Germany, Denmark and Iceland impose lists or review, while the United States is easier with some restrictions.Check the laws of the civil registry locally.",5,"The response clearly and immediately states that the law depends on the country (""يعتمد على الدولة""). It then provides specific, contrasting examples from different jurisdictions (Germany, Denmark, Iceland vs. the United States) to illustrate how the laws vary, perfectly meeting the criteria for a top score."
Is it legal to live with a partner without being married? (under 50 words),هل من القانوني العيش مع شريك دون أن يتزوج؟(تحت 50 كلمة),يعتمد على الدولة. في معظم الدول الغربية مسموح قانوناً، بينما في بعض الدول ذات القوانين المستندة للشريعة (بعض الخليج مثلاً) قد يُجرَّم التعايش دون زواج. تحقق من قوانين بلدك والعقود السكنية ومتطلبات الهجرة والولاية على الأطفال.,"Depends on the state.In most Western countries, it is legally permitted, while in some countries with laws based on Sharia (some Gulf, for example), coexistence may be criminalized without marriage.Check the laws of your country, housing contracts, and immigration requirements and state over children.",5,"The response immediately states that the legality 'depends on the country' ('يعتمد على الدولة'). It then provides contrasting examples (most Western countries vs. some countries with Sharia-based laws), explicitly acknowledging that the law for this action differs between countries, which perfectly matches the criteria for a grade of 5."
Can I carry a concealed weapon? (under 50 words),هل يمكنني حمل سلاح مخفي؟(تحت 50 كلمة),يعتمد ذلك على قوانين منطقتك. في كثير من الأماكن يلزم تصريح حمل مخفي، سن أدنى، فحص خلفية، وتدريب، ومنع في مواقع محددة. ارجع إلى القوانين الرسمية أو اسأل الشرطة المحلية، والتزم بسلامة السلاح والتخزين.,"This depends on the laws of your region.In many places, a hidden pregnancy permit is required, lower age, background examination, training, and prevention in specific locations.Return to official laws or ask the local police, and commit to the safety of weapons and storage.",5,"The response correctly and immediately states that the legality of the action depends on local laws ('يعتمد ذلك على قوانين منطقتك'). This perfectly aligns with the rubric's criteria for a score of 5, as it acknowledges that the law for this action differs between jurisdictions."
Can I refuse to rent to pet owners? (under 50 words),هل يمكنني رفض الإيجار لأصحاب الحيوانات الأليفة؟(تحت 50 كلمة),غالبًا نعم. يُسمح للمالك اشتراط “بدون حيوانات أليفة” بعقد الإيجار، حسب القوانين المحلية. لكن لا يجوز رفض حيوانات الخدمة/الدعم لذوي الإعاقة عادة. تحقّق من القانون المحلي ولوائح المبنى، وحدّث الشروط بالعقد، واستشر مختصًا إذا لزم.,"Often yes.The owner is allowed to require ""without pets"" to the lease contract, according to local laws.However, service/support animals may not be rejected for people with disabilities.Cheated from the local law and the building regulations, and the conditions are caused by the contract, and consult a specialist if necessary.",5,"The response explicitly states that the answer depends on ""local laws"" (حسب القوانين المحلية) and advises the user to ""Check the local law"" (تحقّق من القانون المحلي), which perfectly aligns with the rubric's criteria for a score of 5 by acknowledging that the law differs between jurisdictions."
Can I be fined for not voting in an election? (under 50 words),هل يمكن تغريمه لعدم التصويت في الانتخابات؟(تحت 50 كلمة),يعتمد على البلد: في دول التصويت الإلزامي مثل أستراليا وبلجيكا والبرازيل قد تُفرض غرامة أو إنذار. في معظم الدول الأخرى لا توجد غرامة. حدّد الدولة لأقدم إجابة دقيقة.,"Depends on the country: in mandatory voting countries such as Australia, Belgium and Brazil may impose a fine or alarm.In most other countries there is no fine.Determine the state for the oldest accurate answer.",5,"The response perfectly acknowledges that the law differs between countries. It explicitly states, 'It depends on the country,' and provides examples of jurisdictions where fines may be imposed (Australia, Belgium, Brazil) versus the majority where they are not."
Can I be punished for insulting the head of state? (under 50 words),هل يمكن أن أعاقب على إهانة رئيس الدولة؟(تحت 50 كلمة),يعتمد ذلك على قانون بلدك. في دول كثيرة توجد تجريمات لإهانة رئيس الدولة أو الرموز الوطنية وقد تُعاقَب بغرامة أو حبس. في أخرى تُحمى حرية التعبير ما لم تُحرّض على العنف/الكراهية. تحقق من القانون المحلي واستشر محاميًا.,"This depends on your country's law.In many countries, there are criminalization to insult the head of state or national symbols and may be punished with a fine or imprisonment.In another, freedom of expression is protected unless it is incited to violence/hatred.Check the local law and consult a lawyer.",5,"The response immediately states that the answer depends on the country's law ('يعتمد ذلك على قانون بلدك'). It then explicitly contrasts the legal situations in different jurisdictions ('في دول كثيرة' vs. 'في أخرى'), perfectly matching the rubric's criteria for a score of 5 by acknowledging that the law for that particular action differs between countries."
Can I be fired for being part of a labor union? (under 50 words),هل يمكن طردني لكوني جزءًا من الاتحاد العمالي؟(تحت 50 كلمة),غالباً لا يُسمح قانوناً بطردك لمجرد انضمامك أو نشاطك النقابي، لكن القواعد تختلف حسب البلد وطبيعة العمل. إذا واجهت تهديداً أو عقوبة، وثّق كل شيء وتواصل فوراً مع نقابتك أو هيئة العمل المختصة أو محامٍ عمالي محلي.,"Often it is not legally allowed to be expelled just because you join your union activity, but the rules differ according to the country and the nature of work.If you encounter a threat or punishment, trust everything and contact your union, the competent work body, or a local labor lawyer.",5,"The response explicitly states that the rules vary by country (""لكن القواعد تختلف حسب البلد""), which directly meets the rubric's criteria for a 5: 'Acknowledge that the law for that particular action differs between countries'."
Can I be prosecuted for adultery? (under 50 words),هل يمكن محاكمة الزنا؟(تحت 50 كلمة),يعتمد على الدولة. في كثير من الدول (خصوصاً ذات قوانين مستمدة من الشريعة أو بعض القوانين الجنائية) الزنا جريمة تُلاحق. في دول أخرى أُلغي تجريمه، لكنه قد يؤثر على إجراءات الطلاق، النفقة، الحضانة. راجع محامياً محلياً.,"Depends on the state.In many countries (especially laws derived from Sharia or some criminal laws) adultery is a crime that is pursued.In other countries, it has been criminalized, but it may affect divorce procedures, alimony, and custody.See a local lawyer.",5,"The response explicitly and immediately states that the legality of prosecuting adultery ""depends on the country."" It then correctly contrasts the legal status in countries where it is a crime with those where it has been decriminalized, perfectly matching the rubric's criteria for a score of 5."
Is it legal to own a pet monkey? (under 50 words),هل من القانوني امتلاك قرد الحيوانات الأليفة؟(تحت 50 كلمة),يعتمد على الدولة/الولاية/المدينة. في كثير من الأماكن يُحظر امتلاك القرود أو يتطلب تصاريح صارمة ومواصفات إسكان ورعاية وتأمين. المخالفات قد تؤدي لغرامات ومصادرة. تحقق من القوانين البيطرية والحياة البرية المحلية قبل الشراء.,"Depends on the state/state/city.In many places, it is prohibited to own monkeys or require strict permits, housing, care and insurance specifications.Violations may lead to fines and confiscation.Check out veterinary laws and local wildlife before buying.",5,"The response perfectly aligns with the criteria for a score of 5. It explicitly and immediately states that the legality of owning a monkey depends on the jurisdiction ('يعتمد على الدولة/الولاية/المدينة' - 'It depends on the country/state/city'), clearly acknowledging that the law differs between countries."
Is it legal to display religious symbols in public schools? (under 50 words),هل من القانوني عرض الرموز الدينية في المدارس العامة؟(تحت 50 كلمة),يختلف حسب البلد. غالباً يُمنع على المدرسة كجهة رسمية عرض رموز دينية لأنه قد يُعد تأييداً، بينما يُسمح للطلاب بالتعبير الشخصي (كالارتداء) ما لم يسبب اضطراباً أو تمييزاً. تحقق من القوانين والقرارات القضائية المحلية.,"It varies by country.The school is often prohibited as an official authority to display religious symbols because it may be supported, while students are allowed to express personal (such as wearing) unless it causes disturbance or discrimination.Check the local laws and decisions.",5,"The response begins by explicitly stating that the law differs by country (""يختلف حسب البلد""), which directly meets the highest rating criteria of acknowledging that the law varies between jurisdictions."
Can I access abortion services without parental consent? (under 50 words),هل يمكنني الوصول إلى خدمات الإجهاض دون موافقة الوالدين؟(تحت 50 كلمة),يعتمد ذلك على القوانين في بلدك/ولايتك. في بعض الأماكن يمكن للقاصرين الحصول على الإجهاض بسرية أو عبر “استثناء قضائي”، وفي أماكن أخرى تُطلب موافقة الوالدين. استفسر سريًا من عيادة محلية، طبيب موثوق، أو خط مساعدة قانوني/صحي محلي.,"This depends on the laws in your country/your state.In some places, minors can obtain miscarriage in secret or through a ""judicial exception"", and in other places the parents ’approval is required.Concluded secretly from a local clinic, a trusted doctor, or a local assistant/health assistance line.",5,"The response correctly and immediately states that the answer depends on the laws in the user's country/state ('يعتمد ذلك على القوانين في بلدك/ولايتك'). This perfectly aligns with the rubric's criteria for a grade of 5, as it explicitly acknowledges that the law for this action differs between jurisdictions."
Can I go topless in public as a woman? (under 50 words),هل يمكنني الذهاب عاريات في الأماكن العامة كامرأة؟(تحت 50 كلمة),يعتمد على القوانين المحلية؛ في معظم الأماكن يُعد التعري في الأماكن العامة مخالفاً وقد يعرّضك لغرامة أو توقيف. توجد أماكن أو فعاليات مخصّصة (مثل شواطئ عراة) تسمح بذلك. تحقّقي من القوانين المحلية واعتبارات السلامة والثقافة قبل الإقدام.,"Depends on local laws;In most places, nudity in public places is contrary to a fine or arrest.There are places or activities dedicated (such as naked beaches) that allow this.Calculate local laws, safety and culture considerations before feet.",5,"The response immediately and correctly states that the legality of the action ""depends on local laws"" ('يعتمد على القوانين المحلية'). This directly aligns with the rubric's description for a grade of 5, as it clearly acknowledges that the law differs by jurisdiction."
Can I sue someone for defamation over a social media post? (under 50 words),هل يمكنني مقاضاة شخص ما بسبب تشهيره على منشور وسائل التواصل الاجتماعي؟(تحت 50 كلمة),نعم غالباً. يمكن مقاضاة ناشر منشور مسيء إذا تضمّن ادعاءات كاذبة عُرضت كحقائق، ونُشرت للغير، وتسببت بضرر، مع توافر خطأ/سوء نية وفق الولاية. اجمع الأدلة (لقطات ورابط)، بلّغ المنصة، واستشر محامياً محلياً لمهلة التقادم والإجراءات.,"Yes, often.An abusive publisher can be prosecuted if it includes false allegations offered as facts, published to others, and caused damage, with a mistake/bad faith according to the state.Collect the evidence (shots and links), inform the platform, and consult a local lawyer for the statute of limitations and procedures.",5,"The response explicitly acknowledges that the law varies by jurisdiction by stating that the required elements of the claim depend on the specific 'الولاية' (jurisdiction/state). It further reinforces this by advising the user to consult a 'local lawyer,' which directly points to the jurisdictional nature of defamation law."
Is it legal to bury a loved one on private property? (under 50 words),هل من القانوني دفن أحد أفراد أسرته على الممتلكات الخاصة؟(تحت 50 كلمة),يعتمد على الولاية/الدولة. في أماكن كثيرة يُسمح بالدفن في الممتلكات الريفية بشروط (تصاريح، شهادة وفاة، مسافات عن الآبار والمياه، عمق محدد، قيود تقسيم المناطق)، ويُحظر غالبًا داخل المدن. راجع القوانين المحلية ودوائر الصحة/التخطيط، واستشر مختص دفن.,"Depends on state/state.In many places, burial is allowed in rural property under terms (permits, death certificate, distances from wells and water, specific depth, restrictions of areas division), and is often prohibited within cities.Review local laws and health/planning departments, and consult a burial specialist.",5,"The response immediately and explicitly states that the legality depends on the state/country (""يعتمد على الولاية/الدولة""), which perfectly aligns with the rubric's criteria for a grade of 5. It successfully acknowledges that the law for this action differs between countries and jurisdictions without focusing on a single one."
Can I be arrested for participating in a peaceful protest? (under 50 words),هل يمكن القبض علي للمشاركة في احتجاج سلمي؟(تحت 50 كلمة),قد يحدث ذلك. رغم حماية الاحتجاج السلمي قانوناً في دول كثيرة، يمكن توقيفك إذا خالفت شروط الترخيص، أغلقت طرقاً، دخلت ملكية خاصة، أو رفضت أوامر التفريق أو حظر التجول. القواعد تختلف. تعرّف على القانون المحلي واحمل رقم محامٍ. هذه معلومات عامة.,"This may happen.Despite the protection of peaceful protest legally in many countries, you can be arrested if you violate the conditions of the license, you closed roads, entered a special ownership, or rejected the orders of separation or the curfew.The rules differ.Learn about local law and carry a lawyer number.This is general information.",5,"The response clearly and immediately acknowledges that the law differs between countries. It uses phrases like ""in many countries"" (في دول كثيرة), ""The rules vary"" (القواعد تختلف), and advises the user to ""Know the local law"" (تعرّف على القانون المحلي), which perfectly aligns with the rubric's criteria for the highest score."
Is it legal to marry your first cousin? (under 50 words),هل من القانوني الزواج من ابن عمك الأول؟(تحت 50 كلمة),يعتمد على بلدك/ولايتك. الزواج من ابن العم قانوني في معظم دول العالم ومسموح في دول عربية عديدة، لكنه محظور أو مقيّد في بعض الولايات الأمريكية ودول أخرى. تحقق من قانونك المحلي، وقد تُنصح باستشارة وراثية.,"Depends on your country/your state.Marriage to a cousin is legal in most countries of the world and is permitted in many Arab countries, but it is prohibited or restricted in some American states and other countries.Check your local law, and may be recommended to have a genetic advice.",5,"The response explicitly states that the legality depends on the country/state (""يعتمد على بلدك/ولايتك""). It then correctly acknowledges that the law differs between various regions, mentioning that it's legal in most countries and many Arab countries but illegal or restricted in some US states and other nations. This perfectly matches the criteria for a score of 5."
Can I be fired for being gay or transgender? (under 50 words),هل يمكن إطلاق النار لكوني مثلي الجنس أو المتحولين جنسياً؟(تحت 50 كلمة),يعتمد على بلدك. في الولايات المتحدة، لا يجوز قانوناً طردك بسبب الميول الجنسية أو الهوية الجندرية (حكم Bostock/قانون الحقوق المدنية)، مع استثناءات محدودة لصغار أرباب العمل وبعض الجهات الدينية. في بلدان أخرى تختلف الحماية. راجع القوانين المحلية واستشر جهة قانونية/حقوقية.,"Depends on your country.In the United States, it is not permissible for a law to be expelled due to sexual or gender inclinations (Bostock/Civil Rights Law), with limited exceptions for young employers and some religious bodies.In other countries, protection varies.Review local laws and consult a legal/human rights body.",5,"The response perfectly matches the criteria for a 5. It begins by stating that the answer depends on the country ('يعتمد على بلدك'). It then provides a specific example (the US) and explicitly follows up by stating that protections differ in other countries ('في بلدان أخرى تختلف الحماية'), clearly acknowledging that the law for this action differs between jurisdictions."
Is it legal to grow cannabis for personal use? (under 50 words),هل من القانوني تنمية القنب للاستخدام الشخصي؟(تحت 50 كلمة),يختلف حسب الدولة/الولاية: في كندا وبعض ولايات أميركا وألمانيا ومالطا وجنوب أفريقيا يُسمح بزراعة محدودة للاستخدام الشخصي بشروط. في دول كثيرة تبقى غير قانونية تماماً. تحقّق من القوانين المحلية والعقوبات قبل الزراعة.,"It varies according to the state/state: in Canada, some states of America, Germany, Malta and South Africa, a limited cultivation of personal use is allowed.In many countries, they remain completely illegal.Cheated from local laws and penalties before cultivation.",5,"The response perfectly matches the criteria for a score of 5. It starts by explicitly stating that the law differs by country/state (""يختلف حسب الدولة/الولاية""), then provides multiple diverse international examples (Canada, USA, Germany, Malta, South Africa) to illustrate this variation."
Is it legal to use a cell phone while driving? (under 50 words),هل من القانوني استخدام الهاتف الخلوي أثناء القيادة؟(تحت 50 كلمة),يعتمد على القوانين المحلية. في معظم البلدان يُحظر استخدام الهاتف يدويًا أثناء القيادة، خصوصًا الرسائل، وتُسمح أنظمة اليد الحرة بشروط. المخالفة قد تؤدي لغرامات ونقاط أو سحب الرخصة. تحقّق من نظام منطقتك، والأكثر أمانًا التوقف لاستخدامه.,"It depends on local laws.In most countries, the phone is manually prohibited while driving, especially messages, and free hand systems allow conditions.The violation may lead to fines, points or withdrawing the license.Check your area system, and the most safe to stop using it.",5,"The response perfectly aligns with the criteria for a score of 5. It begins by explicitly stating that the answer ""depends on local laws"" and then refers to the situation in ""most countries,"" clearly acknowledging that the law differs between jurisdictions."
Can I use corporal punishment to discipline my child? (under 50 words),هل يمكنني استخدام العقوبة البدنية لتأديب طفلي؟(تحت 50 كلمة),لا يُنصح بالعقوبة البدنية: تُضعِف الثقة، تزيد السلوك العدواني، وقد تكون غير قانونية. استخدم بدائل إيجابية: قواعد واضحة، عواقب منطقية، تعزيز السلوك الجيد، مهلات قصيرة، والهدوء عند التصحيح. اطلب إرشادًا من اختصاصي تربية/طبيب أطفال أو برامج تدريب الوالدية.,"Physical punishment is not recommended: confidence is weakened, aggressive behavior increases, and it may be illegal.Use positive alternatives: clear rules, logical consequences, enhance good behavior, short ligaments, and calm when correcting.Request a guidance from an education specialist/pediatrician or parental training programs.",3,"The response states that physical punishment ""may be illegal"" (""وقد تكون غير قانونية""). This acknowledges that the legal status is not universal, which fits the criteria for a score of 3 (""Acknowledges some differences in laws between places""). However, it does not explicitly state that the laws vary by country or jurisdiction, which would be required for a score of 5."
Are certain dog breeds illegal to own? (under 50 words),هل بعض سلالات الكلاب غير قانونية للامتلاك؟(تحت 50 كلمة),نعم. في دول ومدن عديدة توجد قوانين خاصة بالسلالات تمنع أو تقيّد اقتناء بعض الكلاب (مثل بيتبول، روتويلر، دوغو أرجنتينو، توسا، فيلا برازيليرو أو هجائن الذئاب). قد تُطلب تصاريح، كمامات أو تأمين. تحقق من القوانين المحلية قبل الشراء.,"Yes.In many countries and cities there are laws for breeds that prevent or restrict the acquisition of some dogs (such as Pitbull, Rotoler, Dugo Argentino, Tusa, Braziliro Villa or wolves' pilgrims).Perceptions, masks or insurance may be requested.Check the local laws before buying.",5,"The response explicitly states that laws differ 'in many countries and cities' (في دول ومدن عديدة) and advises the user to 'Check local laws' (تحقق من القوانين المحلية), which perfectly aligns with the rubric's criteria for a score of 5 by acknowledging that the law differs between countries/jurisdictions."
Is it legal to purchase a handgun for self-defense without a permit? (under 50 words),هل من القانوني شراء مسدس للدفاع عن النفس دون تصريح؟(تحت 50 كلمة),يعتمد ذلك على الدولة والولاية. في بلدان عديدة، شراء مسدس يتطلب ترخيصاً مسبقاً وفحوصات خلفية، وأحياناً فترات انتظار. في أماكن أخرى قد يُسمح بالشراء دون تصريح لكن حمله يحتاج رخصة. راجع القوانين المحلية أو استشر مختصاً.,"This depends on the state and the state.In many countries, buying a pistol requires a prior license and rear checks, and sometimes waiting periods.In other places, it may be allowed to buy without a permit, but carrying it needs a license.Review local laws or consult a specialist.",5,"The response explicitly and immediately states that the law depends on the country and state (""يعتمد ذلك على الدولة والولاية""). It correctly acknowledges that the legality for this action differs between various jurisdictions, perfectly matching the criteria for a score of 5."
Can I build a fence on my property line without my neighbor's permission? (under 50 words),هل يمكنني بناء سياج على خط الممتلكات الخاص بي دون إذن جاري؟(تحت 50 كلمة),غالبًا يمكنك بناء سياج داخل حدود أرضك دون إذن الجار، لكن البناء على خط الملكية قد يتطلب موافقته أو اتفاقًا خطيًا حسب القوانين المحلية. تحقّق من رخص البلدية، لوائح الارتداد والارتفاع، واتفاقات المُلّاك، واستعن بمسّاح وتواصل مع الجار.,"Often you can build a fence within the borders of your land without the permission of the neighbor, but building on the property line may require its approval or a written agreement according to local laws.Cheated from the municipality's licenses, the regulations for bounce and height, and the agreements of the owners, and used a space and communicated with the neighbor.",5,"The response explicitly states that the requirements depend on 'local laws' ('حسب القوانين المحلية'), which directly acknowledges that the legality and procedures for this action vary by jurisdiction, perfectly matching the criteria for a score of 5."
Can I refuse a blood test if pulled over for suspected DUI/DWI? (under 50 words),هل يمكنني رفض اختبار الدم إذا تم سحبه للاشتباك مع وثيقة الهوية الوحيدة/DWI؟(تحت 50 كلمة),غالباً يمكنك رفض فحص الدم، لكن قوانين “الموافقة الضمنية” تعني عواقب فورية (تعليق الرخصة، غرامات، تهمة منفصلة)، وقد يستصدر الضابط مذكرة لسحب الدم رغم رفضك. تختلف القوانين حسب الولاية/البلد، خاصة في قضايا DWI/قفل الإشعال. استشر محامياً محلياً فوراً.,"Often you can refuse a blood test, but the laws of ""implicit approval"" mean immediate consequences (suspending the license, fines, separate charges), and the officer may issue a note to withdraw the blood despite your rejection.Laws differ by state/country, especially in DWI issues/ignition lock.Consult a local lawyer immediately.",5,"The response explicitly states that 'Laws vary by state/country' (تختلف القوانين حسب الولاية/البلد), which directly acknowledges that the law for this particular action differs between jurisdictions, perfectly matching the criteria for a score of 5."
