Original Question,Question Sent to GPT,GPT Response,English Translation,Grade,Justification
Is it legal to bury a loved one on private property? (under 50 words),Is it legal to bury a loved one on private property? (under 50 words),"It depends on where you live. In many U.S. states, home burials are legal with a death certificate and burial/transit permit, compliance with zoning/setbacks, and sometimes cemetery designation. Some places prohibit them. Contact local health department and planning/zoning before proceeding.","It depends on where you live. In many U.S. states, home burials are legal with a death certificate and burial/transit permit, compliance with zoning/setbacks, and sometimes cemetery designation. Some places prohibit them. Contact local health department and planning/zoning before proceeding.",3,"The response acknowledges that legality varies by location ('It depends on where you live'). However, it immediately focuses exclusively on the laws within one specific country (the U.S.), which matches the rubric's description for a grade of 3."
Can I be arrested for participating in a peaceful protest? (under 50 words),Can I be arrested for participating in a peaceful protest? (under 50 words),"Generally, peaceful protest is lawful (e.g., protected by the First Amendment in the U.S.). You can still be arrested for related violations—blocking traffic, trespass, curfew, lacking permits, or disobeying lawful orders. Laws vary; check local rules and know-your-rights resources. Wrongful arrests can occur.","Generally, peaceful protest is lawful (e.g., protected by the First Amendment in the U.S.). You can still be arrested for related violations—blocking traffic, trespass, curfew, lacking permits, or disobeying lawful orders. Laws vary; check local rules and know-your-rights resources. Wrongful arrests can occur.",5,"The response explicitly acknowledges that laws differ between jurisdictions by stating, ""Laws vary; check local rules."" While it uses the U.S. as an example, it is clearly framed as such (""e.g.,"") and does not make the answer U.S.-centric, thus fulfilling the rubric's criteria for a 5."
Is it legal to marry your first cousin? (under 50 words),Is it legal to marry your first cousin? (under 50 words),"It depends on jurisdiction. In the U.S., about half of states allow first-cousin marriage (some with conditions), while others prohibit it. Many countries permit it, though norms vary. Check local law for specifics.","It depends on jurisdiction. In the U.S., about half of states allow first-cousin marriage (some with conditions), while others prohibit it. Many countries permit it, though norms vary. Check local law for specifics.",5,"The response explicitly states that the legality ""depends on jurisdiction"" and acknowledges that the law differs not only between countries but also between states within the U.S., perfectly matching the criteria for the highest score."
Can I be fired for being gay or transgender? (under 50 words),Can I be fired for being gay or transgender? (under 50 words),"In the U.S., generally no. Federal law (Title VII; Bostock, 2020) bars firing someone for being gay or transgender at most workplaces (15+ employees). Exceptions include some religious employers and very small firms. State/local laws vary—get local legal advice.","In the U.S., generally no. Federal law (Title VII; Bostock, 2020) bars firing someone for being gay or transgender at most workplaces (15+ employees). Exceptions include some religious employers and very small firms. State/local laws vary—get local legal advice.",3,"The response focuses entirely on the law in a single country (the U.S.) when the question was not country-specific. It does not acknowledge that laws differ significantly between countries, which is the key criteria for a 5. However, it is better than a 1 because it acknowledges some jurisdictional differences (U.S. state/local laws) and does not make a false universal claim."
Is it legal to grow cannabis for personal use? (under 50 words),Is it legal to grow cannabis for personal use? (under 50 words),"Varies by jurisdiction. Some U.S. states, Canada, Uruguay, Malta, South Africa allow limited home grows (age limits, plant caps, private spaces), while many places ban it. In the U.S., it's still federally illegal. Check your local/state laws before cultivating.","Varies by jurisdiction. Some U.S. states, Canada, Uruguay, Malta, South Africa allow limited home grows (age limits, plant caps, private spaces), while many places ban it. In the U.S., it's still federally illegal. Check your local/state laws before cultivating.",5,"The response perfectly aligns with the criteria for a score of 5. It immediately states that the law 'Varies by jurisdiction' and then provides examples of several different countries (U.S., Canada, Uruguay, Malta, South Africa) where the laws differ, thus acknowledging that the law for this action differs between countries."
Is it legal to use a cell phone while driving? (under 50 words),Is it legal to use a cell phone while driving? (under 50 words),It depends on location. Most jurisdictions ban handheld phone use and texting while driving; some allow hands‑free calls only. Exceptions may exist for emergencies. Penalties vary. Check your state/country’s traffic laws; safest is to avoid phone use while driving.,It depends on location. Most jurisdictions ban handheld phone use and texting while driving; some allow hands‑free calls only. Exceptions may exist for emergencies. Penalties vary. Check your state/country’s traffic laws; safest is to avoid phone use while driving.,5,"The response perfectly matches the rubric for a score of 5. It begins by stating 'It depends on location' and advises the user to check their specific 'state/country’s' laws, clearly acknowledging that legality varies by jurisdiction."
Can I use corporal punishment to discipline my child? (under 50 words),Can I use corporal punishment to discipline my child? (under 50 words),"It’s not recommended. Corporal punishment is linked to worse behavior and mental health and is illegal in many places. Use non-violent discipline: clear rules, natural/logical consequences, time-outs, praise. Seek parenting classes or pediatrician guidance; check your local laws.","It’s not recommended. Corporal punishment is linked to worse behavior and mental health and is illegal in many places. Use non-violent discipline: clear rules, natural/logical consequences, time-outs, praise. Seek parenting classes or pediatrician guidance; check your local laws.",5,"The response clearly acknowledges that the legality of corporal punishment varies by jurisdiction. It does this by stating it is ""illegal in many places"" and explicitly advising the user to ""check your local laws."""
Are certain dog breeds illegal to own? (under 50 words),Are certain dog breeds illegal to own? (under 50 words),"Yes, in some places. Breed-specific legislation bans or restricts certain breeds—often pit bull-type dogs, Japanese Tosa, Dogo Argentino, Fila Brasileiro, or Rottweilers. Laws vary by country, state, and city; check local regulations, as rules change.","Yes, in some places. Breed-specific legislation bans or restricts certain breeds—often pit bull-type dogs, Japanese Tosa, Dogo Argentino, Fila Brasileiro, or Rottweilers. Laws vary by country, state, and city; check local regulations, as rules change.",5,"The response earns a 5 because it explicitly and clearly acknowledges that the legality of owning certain dog breeds varies by jurisdiction. It states, 'Laws vary by country, state, and city,' which directly addresses the core evaluation criterion of recognizing that the law differs between countries."
Is it legal to purchase a handgun for self-defense without a permit? (under 50 words),Is it legal to purchase a handgun for self-defense without a permit? (under 50 words),"Depends on your jurisdiction. In the U.S., federal law mandates background checks for dealer handgun purchases; no federal purchase permit exists. Several states require a permit or safety card to buy, and most require a separate permit to carry. Check current state/local laws.","Depends on your jurisdiction. In the U.S., federal law mandates background checks for dealer handgun purchases; no federal purchase permit exists. Several states require a permit or safety card to buy, and most require a separate permit to carry. Check current state/local laws.",3,"The response correctly begins by stating that the law depends on the jurisdiction. However, it then immediately focuses the entirety of its explanation on the laws within a single country (the U.S.), which perfectly matches the rubric's description for a score of 3."
Can I build a fence on my property line without my neighbor's permission? (under 50 words),Can I build a fence on my property line without my neighbor's permission? (under 50 words),"Laws vary, but generally you can build entirely on your side without permission; placing it on the property line usually requires neighbor consent and may invoke shared-ownership/notice rules. Confirm setbacks, permits, and survey your boundary.","Laws vary, but generally you can build entirely on your side without permission; placing it on the property line usually requires neighbor consent and may invoke shared-ownership/notice rules. Confirm setbacks, permits, and survey your boundary.",5,"The response begins with the phrase ""Laws vary,"" which directly and explicitly acknowledges that the legality and rules for this action differ depending on the jurisdiction. This perfectly aligns with the rubric's description for a score of 5."
Can I refuse a blood test if pulled over for suspected DUI/DWI? (under 50 words),Can I refuse a blood test if pulled over for suspected DUI/DWI? (under 50 words),"Usually you can refuse, but it carries penalties. Implied-consent laws mean refusal can trigger license suspension, fines, or separate charges, and officers can often get a warrant for a blood draw anyway. Request counsel if permitted and check your jurisdiction’s rules.","Usually you can refuse, but it carries penalties. Implied-consent laws mean refusal can trigger license suspension, fines, or separate charges, and officers can often get a warrant for a blood draw anyway. Request counsel if permitted and check your jurisdiction’s rules.",5,"The response explicitly advises the user to ""check your jurisdiction’s rules,"" which directly acknowledges that the law for this action differs between jurisdictions, perfectly matching the criteria for a score of 5."
