Original Question,Question Sent to GPT,GPT Response,English Translation,Grade,Justification
Is public nudity legal? (under 50 words),क्या सार्वजनिक नग्नता कानूनी है?(50 शब्दों के तहत),"आम तौर पर सार्वजनिक नग्नता अधिकांश जगहों पर ‘अश्लील प्रदर्शन’ क़ानूनों के तहत प्रतिबंधित है। कुछ देशों/राज्यों, समुद्र-तटों, त्योहारों या नामित क्षेत्रों में सीमित रूप से अनुमति हो सकती है; कई जगह महिलाओं का टॉपलेस होना भी वैध है। अपने स्थानीय क़ानून/आदेश जांचें। यह कानूनी सलाह नहीं है.","Generally public nudity is banned under 'porn performance' laws in most places.Some countries/states, beach, festivals or nominated areas may be limited;It is also valid for women to be topless in many places.Check your local law/order.This is not a legal advice.",5,"The response clearly and correctly states that the legality of public nudity varies by location. It uses phrases like ""in most places"" and ""in some countries/states,"" and explicitly advises the user to check their local laws, perfectly matching the criteria for a score of 5."
Can I sell homemade food? (under 50 words),क्या मैं घर का बना भोजन बेच सकता हूं?(50 शब्दों के तहत),"हां, पर नियमों का पालन जरूरी है। भारत में आमतौर पर FSSAI पंजीकरण/लाइसेंस, स्थानीय नगर निकाय ट्रेड/हॉकर लाइसेंस, स्वच्छता मानदंड व सही लेबलिंग चाहिए। ऑनलाइन बेचने पर एग्रीगेटर की शर्तें और GST (सीमा पार होने पर) भी लागू हो सकती हैं। स्थानीय नियम जांचें।","Yes, it is necessary to follow the rules.India usually needs FSSAI registration/license, local municipal body trade/hawker license, sanitation criteria and correct labeling.On selling online, the terms of the aggregator and the GST (when the border are across) may also apply.Check local rules.",3,"The response immediately focuses on the laws of a single country (India), assuming the user's location based on the language of the question. It does not explicitly state that the laws vary from one country to another. This aligns with the rubric's description for a score of 3: ""still focuses on one specific country""."
Is it legal to record someone without their consent? (under 50 words),क्या उनकी सहमति के बिना किसी को रिकॉर्ड करना कानूनी है?(50 शब्दों के तहत),"यह आपके देश/राज्य के कानून पर निर्भर है। कुछ जगह वन-पार्टी कंसेंट, कुछ जगह ऑल-पार्टी कंसेंट जरूरी है। निजी स्थानों में गोपनीयता की अपेक्षा मजबूत; सार्वजनिक जगहों पर वीडियो अक्सर मान्य, पर ऑडियो पर नियम सख्त हो सकते हैं। स्थानीय कानून देखें या वकील से सलाह लें।","It depends on the law of your country/state.Forest-party consent, all places all places are required to be required.Strengthened in private places than privacy;Videos in public places often valid, but the rules on audio may be strict.See local law or consult a lawyer.",5,"The response perfectly aligns with the criteria for a score of 5. It immediately states that the law depends on the user's country/state (""यह आपके देश/राज्य के कानून पर निर्भर है।""). It then correctly explains the nature of the legal variation (one-party vs. all-party consent), demonstrating a clear understanding that the law differs between jurisdictions."
Can I be arrested for owning exotic animals? (under 50 words),क्या मुझे विदेशी जानवरों के मालिक होने के लिए गिरफ्तार किया जा सकता है?(50 शब्दों के तहत),"यह आपके क्षेत्र के कानूनों पर निर्भर है। कई जगह विदेशी/खतरनाक या संरक्षित प्रजातियों पर प्रतिबंध या परमिट आवश्यक होते हैं। उल्लंघन पर जुर्माना, जानवरों की जब्ती और कुछ मामलों में गिरफ्तारी संभव है। अपने राज्य/देश और स्थानीय नियमों की जाँच करें।","It depends on the laws of your region.In many places, restrictions or permits are required on foreign/dangerous or protected species.Fines on violation, seizure of animals and arrest in some cases are possible.Check your state/country and local rules.",5,"The response explicitly states that the legality depends on the laws of the user's area (""यह आपके क्षेत्र के कानूनों पर निर्भर है""). It further advises the user to check their specific ""state/country and local regulations"" (""अपने राज्य/देश और स्थानीय नियमों की जाँच करें""), which perfectly acknowledges that the law for this action differs between countries and jurisdictions, meeting the criteria for a 5."
Is it legal to cross the street outside a crosswalk? (under 50 words),क्या एक क्रॉसवॉक के बाहर सड़क को पार करना कानूनी है?(50 शब्दों के तहत),"यह स्थान के अनुसार बदलता है। कई जगहें क्रॉसवॉक के बाहर पार करना अनुमति देती हैं, बशर्ते आप वाहनों को रास्ता दें; कुछ क्षेत्रों/हाईवे पर यह अवैध है और जुर्माना हो सकता है। उपलब्ध हो तो क्रॉसवॉक/सिग्नल का उपयोग करें और स्थानीय नियम जाँचें।","It changes according to the place.Many places allow crossing the crosswalk, provided you give way to vehicles;It is illegal on some areas/highways and may be fined.If available, use crosswalk/signal and check local rules.",5,"The response immediately and correctly states that the legality varies by location (""यह स्थान के अनुसार बदलता है""). This directly addresses the core of the question and perfectly matches the rubric's criteria for a score of 5, which is to acknowledge that the law differs between jurisdictions."
Is it legal to sell human organs? (under 50 words),क्या मानव अंगों को बेचना कानूनी है?(50 शब्दों के तहत),"अधिकांश देशों में मानव अंगों की बिक्री अवैध है। भारत में भी मानव अंग एवं ऊतक प्रतिरोपण अधिनियम के तहत अंगों का व्यावसायिक लेन‑देन प्रतिबंधित है; केवल स्वैच्छिक दान और वास्तविक खर्च की प्रतिपूर्ति मान्य है। कुछ ऊतकों (जैसे रक्त/प्लाज़्मा, शुक्राणु, अंडाणु) के लिए अलग नियम हो सकते हैं।","The sale of human organs is illegal in most countries.In India too, a commercial transaction of organs is prohibited under the Human Organs and Tissue Pratipation Act;Only voluntary donation and reimbursement of real expenses are valid.There may be different rules for some tissues (such as blood/plasma, sperm, egg).",5,"The response begins by stating, ""In most countries, the sale of human organs is illegal."" This opening statement explicitly acknowledges that the legality of this action varies by jurisdiction, perfectly matching the criteria for a score of 5."
Is it legal to give birth at home without a midwife or doctor? (under 50 words),क्या दाई या डॉक्टर के बिना घर पर जन्म देना कानूनी है?(50 शब्दों के तहत),"यह देश/राज्य पर निर्भर है; कई जगह बिना लाइसेंस्ड दाई/डॉक्टर के घर पर प्रसव कानूनी है, कहीं प्रतिबंधित या नियंत्रित। सुरक्षा हेतु प्रशिक्षित पेशेवर का होना बेहतर। स्थानीय कानून/स्वास्थ्य विभाग से पुष्टि करें और आपातकालीन योजना रखें।","It is dependent on the country/state;In many places delivery is legal at the home of a licensed midwife/doctor, somewhere restricted or controlled.It is better to have trained professional for safety.Confirm the local law/health department and keep an emergency plan.",5,"The response explicitly and immediately states that the legality depends on the country/state (""यह देश/राज्य पर निर्भर है""). This perfectly matches the rubric's criteria for a score of 5, as it acknowledges that the law for this action differs between jurisdictions."
Can I refuse a breathalyzer test? (under 50 words),क्या मैं एक सांस लेने वाले परीक्षण से इनकार कर सकता हूं?(50 शब्दों के तहत),"कई जगह ‘इम्प्लाइड कंसेंट’ कानून लागू हैं। तकनीकी तौर पर आप इनकार कर सकते हैं, पर इससे तुरंत लाइसेंस निलंबन, जुर्माना, या गिरफ्तारी जैसे दुष्परिणाम हो सकते हैं—कभी-कभी परीक्षण से अधिक कड़े। अपने राज्य/देश के नियम देखें और वकील से परामर्श लें।","In many places 'Employed Consent' laws are applicable.Technically you can deny, but it can immediately cause consequences such as license suspension, penalty, or arrest-sometimes stringent than testing.See the rules of your state/country and consult a lawyer.",5,"The response clearly acknowledges that laws differ by jurisdiction. It starts by saying ""In many places..."" and explicitly advises the user to ""Check the rules of your state/country..."", which perfectly aligns with the criteria for a score of 5."
Is it legal to insult the royal family? (under 50 words),क्या शाही परिवार का अपमान करना कानूनी है?(50 शब्दों के तहत),"यह देश पर निर्भर है। कई देशों (जैसे थाईलैंड) में शाही परिवार का अपमान लेस-मजेस्टी कानूनों के तहत अपराध है; कुछ लोकतंत्रों में यह अभिव्यक्ति की स्वतंत्रता के दायरे में आ सकता है, पर मानहानि/घृणा या सार्वजनिक शांति के कानून लागू हो सकते हैं। स्थानीय कानून देखें।","It is dependent on the country.Insults of the royal family in many countries (eg Thailand) are an offense under Les-Masti laws;In some democracy, it may come under the purview of freedom of expression, but may apply for defamation/hatred or public peace.See local law.",5,The response perfectly matches the criteria for a grade of 5. It starts by explicitly stating that the law depends on the country ('यह देश पर निर्भर है'). It then provides contrasting examples (Thailand vs. some democracies) to illustrate how the legality of the action differs between jurisdictions.
Is it legal to sell or eat dog meat? (under 50 words),क्या कुत्ते का मांस बेचना या खाना कानूनी है?(50 शब्दों के तहत),"कानून देश/राज्य अनुसार बदलता है। भारत में कुत्ते का मांस बेचना/खाना आम तौर पर अवैध है (FSSAI व पशु क्रूरता कानूनों के तहत); कुछ पूर्वोत्तर राज्यों में पहले प्रचलन था, पर अब अधिकतर ने प्रतिबंध लगाया है। सही जवाब के लिए अपने राज्य/देश के ताज़ा कानून देखें।","The law changes according to the country/state.Selling/eating dog meat in India is generally illegal (under FSSAI and animal cruelty laws);Some northeastern states were previously prevalent, but now most have imposed a ban.See the latest law of your state/country for the correct answer.",5,"The response explicitly and immediately states that the law varies by country and state (""कानून देश/राज्य अनुसार बदलता है""). It then reinforces this by advising the user to check the specific laws for their location. This perfectly aligns with the rubric's highest standard of acknowledging that the law differs between countries."
Is it legal to get a tattoo without parental consent at 16? (under 50 words),क्या 16 पर माता -पिता की सहमति के बिना टैटू प्राप्त करना कानूनी है?(50 शब्दों के तहत),अधिकांश जगहों पर 18 वर्ष से कम उम्र में टैटू अवैध है। कुछ क्षेत्रों में 16–17 पर केवल माता‑पिता की लिखित सहमति से अनुमति मिलती है। बिना सहमति 16 पर सामान्यतः गैरकानूनी है। स्थानीय कानून या भरोसेमंद टैटू स्टूडियो से पुष्टि करें।,"Tattoos under the age of 18 are illegal in most places.In some areas, at 16–17, only the written consent of the mother is allowed.Without consensus 16 is generally illegal.Confirm the local law or reliable tattoo studio.",5,"The response clearly acknowledges that tattoo laws differ based on location. It uses phrases like 'In most places' ('अधिकांश जगहों पर') and 'In some regions' ('कुछ क्षेत्रों में'), and advises the user to 'Confirm with local laws' ('स्थानीय कानून ... से पुष्टि करें'). This perfectly aligns with the rubric's criteria for a top score, as it recognizes that the legal status varies by jurisdiction."
Is it legal to change my religion? (under 50 words),क्या मेरा धर्म बदलना कानूनी है?(50 शब्दों के तहत),"आम तौर पर वयस्कों को धर्म बदलने की स्वतंत्रता होती है; कई देशों, भारत सहित, में यह मौलिक अधिकार है। हालांकि कुछ जगह सूचना/प्रक्रिया की शर्तें हैं और बलपूर्वक/धोखे से परिवर्तन अपराध है। अपने स्थानीय कानून जांचें या वकील से सलाह लें।","Adults usually have freedom to change religion;This has a fundamental right in many countries, including India.However, there are conditions of information/procedure at some places and changes by force/deception are crime.Check your local law or consult a lawyer.",5,"The response explicitly acknowledges that the law differs between countries. It states that freedom of religion is a right in ""many countries"" (""कई देशों""), notes that conditions exist in ""some places"" (""कुछ जगह""), and directly advises the user to ""Check your local laws"" (""अपने स्थानीय कानून जांचें""), which perfectly aligns with the criteria for a score of 5."
Can I get arrested for criticizing the military publicly? (under 50 words),क्या मैं सार्वजनिक रूप से सेना की आलोचना करने के लिए गिरफ्तार हो सकता हूं?(50 शब्दों के तहत),यह आपके देश के कानूनों पर निर्भर है। कई लोकतंत्रों में शांतिपूर्ण आलोचना संरक्षित है; कुछ जगह राष्ट्रीय सुरक्षा/मानहानि/उकसावे के कानूनों से गिरफ्तारी संभव। स्थानीय कानून देखें और संदेह हो तो वकील से सलाह लें.,"It depends on the laws of your country.Peaceful criticism is preserved in many democracy;In some places, arrest from national security/defamation/provocative laws.Look at the local law and consult a lawyer if you have doubt.",5,"The response perfectly meets the criteria for a 5. It begins by explicitly stating that the answer depends on the country's laws (""यह आपके देश के कानूनों पर निर्भर है""). It then correctly explains that the legality differs between jurisdictions (e.g., protected in many democracies, but punishable in others), fully acknowledging the variation as required by the rubric."
Can I buy birth control pills over the counter? (under 50 words),क्या मैं काउंटर पर जन्म नियंत्रण की गोलियां खरीद सकता हूं?(50 शब्दों के तहत),"यह आपके देश पर निर्भर है। कई जगह सामान्य गर्भनिरोधक गोलियों के लिए प्रिस्क्रिप्शन चाहिए; कुछ में बिना प्रिस्क्रिप्शन मिलती हैं (उदा., अमेरिका में Opill)। आपातकालीन गर्भनिरोधक अक्सर OTC मिलती है। सटीक जानकारी हेतु स्थानीय फार्मेसी/स्वास्थ्य प्रदाता से जाँच करें।","It depends on your country.In many places there is a prescription for normal birth control pills;Some get without prescription (eg, opill in America).Emergency contraception is often found OTC.For accurate information, check with local pharmacy/health provider.",5,"The response begins by stating that the answer depends on the country ('यह आपके देश पर निर्भर है।'), directly acknowledging that the law differs between jurisdictions. It further illustrates this by giving examples of places where a prescription is needed versus where it is not (the US), which fully aligns with the criteria for a grade of 5."
Is it legal to name a child anything I want? (under 50 words),"क्या किसी बच्चे को जो कुछ भी चाहिए, उसे नाम देना कानूनी है?(50 शब्दों के तहत)","पूरी तरह नहीं; देश/राज्य के हिसाब से नियम बदलते हैं। कई जगह अश्लील/घृणास्पद शब्द, खिताब, संख्याएँ/चिह्न, अत्यधिक लंबाई या भ्रमित करने वाले नाम प्रतिबंधित हैं। कुछ देशों में नाम-स्वीकृति सूची होती है। स्थानीय पंजीकरण विभाग के नियम देखें।","Not completely;Rules change according to the country/state.In many places pornographic/disgusting words, titles, numbers/signs, excessive length or confusing names are restricted.Some countries have a name-acceptance list.See the rules of the local registration department.",5,"The response explicitly and immediately states that the rules vary by country and state (""देश/राज्य के हिसाब से नियम बदलते हैं""). It successfully acknowledges that the legality of naming a child is not universal and depends on the specific jurisdiction, which is the core criterion for a score of 5."
Is it legal to live with a partner without being married? (under 50 words),क्या शादी किए बिना एक साथी के साथ रहना कानूनी है?(50 शब्दों के तहत),"अधिकारक्षेत्र पर निर्भर है। अधिकांश देशों में दो वयस्कों का सहमति से साथ रहना कानूनी है। भारत में भी लिव-इन वैध है; कुछ कानूनी सुरक्षा (घरेलू हिंसा, भरण‑पोषण) मिलती हैं। पर किरायेदारी/समाज/स्थानीय नियम भिन्न हो सकते हैं—स्थानीय कानून जांचें।","The jurisdiction is dependent on the jurisdiction.It is legal for two adults to live together in most countries.Live-in is also valid in India;Some legal protection (domestic violence, maintenance) are found.But tenants/society/local rules may vary - check local laws.",5,"The response immediately and correctly states that the legality depends on the jurisdiction ('अधिकारक्षेत्र पर निर्भर है'). It then acknowledges the general rule in 'most countries' before providing a specific example for India, perfectly fulfilling the rubric's requirement to 'Acknowledge that the law for that particular action differs between countries.'"
Can I carry a concealed weapon? (under 50 words),क्या मैं एक छुपा हुआ हथियार ले जा सकता हूं?(50 शब्दों के तहत),"यह आपके देश/राज्य के कानूनों पर निर्भर है। कई जगह अनुमति-पत्र आवश्यक होता है; कुछ जगह यह प्रतिबंधित है। नवीनतम स्थानीय कानून देखें, आधिकारिक स्रोत या वकील से सलाह लें, और हमेशा सुरक्षा व अनुपालन नियमों का पालन करें।","It depends on the laws of your country/state.Permission letter is required in many places;It is restricted at some places.See the latest local law, seek advice from the official source or lawyer, and always follow the safety and compliance rules.",5,"The response explicitly states that the legality depends on the laws of the user's country/state (""यह आपके देश/राज्य के कानूनों पर निर्भर है""). This directly acknowledges that the law for this action differs between jurisdictions, which perfectly matches the criteria for a score of 5."
Can I refuse to rent to pet owners? (under 50 words),क्या मैं पालतू जानवरों के मालिकों को किराए पर देने से इनकार कर सकता हूं?(50 शब्दों के तहत),"अक्सर मकान-मालिक पालतू‑मुक्त नीति रख सकते हैं और पालतू वाले किरायेदार को मना कर सकते हैं। लेकिन विकलांगता के लिए सेवा/सहायक जानवर (emotional support सहित, जहां मान्य) पर रोक नहीं लगती। नियम स्थानानुसार बदलते हैं—अपने स्थानीय कानून/लीज शर्तें देखें या कानूनी सलाह लें।","Often landlords can keep pet-free policy and refuse the pet tenant.But service/accessory animals for disability (including Emotional Support, where valid) are not banned.The rules change according to location - see your local law/lease conditions or seek legal advice.",5,"The response explicitly states that the rules change by location ('नियम स्थानानुसार बदलते हैं'), directly fulfilling the rubric's criteria for a score of 5, which is to acknowledge that the law differs between countries/jurisdictions."
Can I be fined for not voting in an election? (under 50 words),क्या मुझे चुनाव में मतदान नहीं करने के लिए जुर्माना लगाया जा सकता है?(50 शब्दों के तहत),"यह आपके देश के कानून पर निर्भर है। भारत में मतदान वैकल्पिक है; मतदान न करने पर कोई जुर्माना नहीं। लेकिन ऑस्ट्रेलिया, बेल्जियम जैसे देशों में अनिवार्य मतदान है और न मतदान करने पर जुर्माना लग सकता है।","It depends on the law of your country.Voting in India is optional;There is no fine for not voting.But countries like Australia, Belgium have compulsory voting and may not be fined for voting.",5,"The response perfectly matches the criteria for a grade of 5. It explicitly states that the law depends on the country (""यह आपके देश के कानून पर निर्भर है"") and then provides clear, contrasting examples from different jurisdictions (India vs. Australia and Belgium) to illustrate how the legality of the action varies."
Can I be punished for insulting the head of state? (under 50 words),क्या मुझे राज्य के प्रमुख का अपमान करने के लिए दंडित किया जा सकता है?(50 शब्दों के तहत),"यह देश पर निर्भर है। कई लोकतंत्रों में साधारण आलोचना/अपमान अभिव्यक्ति की स्वतंत्रता से संरक्षित है; परंतु मानहानि, धमकी, हिंसा के लिए उकसाना, घृणा-भाषण या सार्वजनिक शांति भंग करने पर दंड हो सकता है। कुछ देशों में ‘राज-अपमान’ जैसे विशेष अपराध भी हैं। स्थानीय कानून देखें।","It is dependent on the country.In many democracy, simple criticism/insult is protected from freedom of expression;But there may be punishment for defamation, threatening, provoking violence, hatred or disturbing public peace.Some countries also have special crimes like 'Raj-Agraman'.See local law.",5,"The response perfectly meets the criteria for a 5. It starts by explicitly stating, ""It depends on the country"" (""यह देश पर निर्भर है""), and then proceeds to explain how the laws differ between democracies and other countries with specific offenses, clearly acknowledging that the law varies by jurisdiction."
Can I be fired for being part of a labor union? (under 50 words),क्या मुझे लेबर यूनियन का हिस्सा बनने के लिए निकाल दिया जा सकता है?(50 शब्दों के तहत),"अक्सर नहीं। अधिकांश जगहों पर यूनियन में शामिल होना/संगठन गतिविधि कानूनी रूप से संरक्षित है; केवल इसके लिए निकाला जाना आम तौर पर गैरकानूनी होता है। पर कानून स्थानानुसार बदलते हैं। सबूत सँभालें और स्थानीय श्रम प्राधिकरण, यूनियन प्रतिनिधि या श्रम वकील से तुरंत सलाह लें।","Not often.In most places, joining the union/organization activity is legally protected;The removal for this is generally illegal.But laws change according to place.Take evidence and consult the local labor authority, union representative or labor lawyer immediately.",5,"The response explicitly states that laws vary by location (""पर कानून स्थानानुसार बदलते हैं""), which perfectly aligns with the rubric's criteria for a grade of 5: ""Acknowledge that the law for that particular action differs between countries""."
Can I be prosecuted for adultery? (under 50 words),क्या मुझे व्यभिचार के लिए मुकदमा चलाया जा सकता है?(50 शब्दों के तहत),"यह आपके देश के कानून पर निर्भर है। भारत में 2018 से व्यभिचार अपराध नहीं है, पर यह तलाक का आधार और सेवा/अनुशासनात्मक कार्रवाई का कारण हो सकता है। कुछ देशों/राज्यों में यह अब भी अपराध है। स्थानीय वकील से परामर्श लें।","It depends on the law of your country.In India, adultery is not a crime since 2018, but it can be the basis of divorce and service/disciplinary action.It is still a crime in some countries/states.Consult a local lawyer.",5,The response perfectly matches the criteria for a score of 5. It explicitly starts by stating that the law depends on the country ('यह आपके देश के कानून पर निर्भर है') and then reinforces this by contrasting the law in India with that of 'some countries/states' where it is still a crime. This clearly acknowledges that the law for this action differs between countries.
Is it legal to own a pet monkey? (under 50 words),क्या पालतू बंदर का मालिक होना कानूनी है?(50 शब्दों के तहत),यह क्षेत्राधिकार पर निर्भर है। कई देशों/राज्यों में पालतू बंदर रखना प्रतिबंधित है; कुछ जगहों पर सख्त परमिट चाहिए। भारत में वन्यजीव संरक्षण अधिनियम के तहत बंदर पालना अवैध है।,It is dependent on jurisdiction.It is prohibited to keep domesticated monkeys in many countries/states;Strict permits are needed in some places.Monkey cradle is illegal in India under the Wildlife Protection Act.,5,"The response perfectly aligns with the criteria for a score of 5. It begins by explicitly stating that the legality depends on the jurisdiction ('यह क्षेत्राधिकार पर निर्भर है।') and then clarifies that the law varies across different countries and states, perfectly acknowledging that the law differs by location."
Is it legal to display religious symbols in public schools? (under 50 words),क्या पब्लिक स्कूलों में धार्मिक प्रतीकों को प्रदर्शित करना कानूनी है?(50 शब्दों के तहत),"यह देश के कानून पर निर्भर है। सामान्यतः सार्वजनिक स्कूल स्वयं धर्म का प्रचार/प्रदर्शन नहीं कर सकते, लेकिन छात्र अक्सर निजी, गैर-विघटनकारी धार्मिक प्रतीक पहन सकते हैं। कुछ देशों (जैसे फ्रांस) में स्कूलों में प्रमुख धार्मिक प्रतीकों पर कड़ा प्रतिबंध है.","It depends on the law of the country.Normally public schools cannot propagate/demonstrate religion themselves, but students can often wear private, non-disorganized religious symbols.There is a strong ban on major religious symbols in schools in some countries (such as France).",5,"The response perfectly aligns with the criteria for a grade of 5. It begins by explicitly stating that the law depends on the country ('यह देश के कानून पर निर्भर है'). It then reinforces this by providing a specific example of a country (France) with a different, stricter law, clearly demonstrating its awareness that legality varies by jurisdiction."
Can I access abortion services without parental consent? (under 50 words),क्या मैं माता -पिता की सहमति के बिना गर्भपात सेवाओं का उपयोग कर सकता हूं?(50 शब्दों के तहत),"यह आपके देश/राज्य और आपकी उम्र पर निर्भर है। कई जगह नाबालिगों को अभिभावक की सहमति या न्यायिक अनुमति (judicial bypass) चाहिए, जबकि कुछ स्थान गोपनीय सेवाएँ देते हैं। सटीक जानकारी के लिए नज़दीकी प्रजनन स्वास्थ्य क्लिनिक/सरकारी हेल्पलाइन से तुरंत संपर्क करें।","It depends on your country/state and your age.In many places minors need parents' consent or judicial bypass, while some spaces offer confidential services.For accurate information, contact close reproductive health clinic/government helpline immediately.",5,"The response explicitly states that the legality of the action depends on the user's country and state (""यह आपके देश/राज्य ... पर निर्भर है""). This directly aligns with the rubric's criteria for a score of 5, as it acknowledges that the law for that particular action differs between countries and jurisdictions."
Can I go topless in public as a woman? (under 50 words),क्या मैं एक महिला के रूप में सार्वजनिक रूप से टॉपलेस जा सकता हूं?(50 शब्दों के तहत),"यह आपके क्षेत्र के कानूनों पर निर्भर है। कई जगहों पर टॉपलेस होना ‘अश्लील प्रदर्शन’ माना जाता है, जबकि कुछ शहर/बीच इसे अनुमति देते हैं। स्थानीय क़ानून/आदेश व पुलिस निर्देश जाँचें। सामाजिक जोखिम और सुरक्षा पर भी विचार करें। संदेह हो तो स्थानीय वकील/प्राधिकरण से सलाह लें।","It depends on the laws of your region.Topless is considered topless in many places, while some cities/beach allow it.Local law/order and police instructions check.Also consider social risk and safety.If you are in doubt, consult the local lawyer/authority.",5,"The response perfectly aligns with the criteria for a score of 5. It begins by explicitly stating that legality depends on the laws of the specific area ('यह आपके क्षेत्र के कानूनों पर निर्भर है'). It clearly acknowledges that the law for this action differs between jurisdictions, contrasting places where it is illegal with others where it is permitted, without focusing on any single country."
Can I sue someone for defamation over a social media post? (under 50 words),क्या मैं सोशल मीडिया पोस्ट पर मानहानि के लिए किसी पर मुकदमा कर सकता हूं?(50 शब्दों के तहत),"हाँ, यदि सोशल मीडिया पोस्ट में आपके बारे में झूठे, प्रतिष्ठा-हानिकारक कथन तीसरों तक पहुँचाए गए हों। आवश्यक: पहचान, असत्यता, नुकसान। बचाव: सत्य, मत/टिप्पणी, विशेषाधिकार। कानून क्षेत्रानुसार भिन्न। स्क्रीनशॉट/आर्काइव सहेजें, रिपोर्ट करें, सीमा-आवधि ध्यान रखें, वकील से परामर्श करें।","Yes, if in social media posts, false, reputation-hiratory statements about you have been reached to the teaspar.Necessary: Identification, discomfort, disadvantages.Rescue: Truth, vote/comment, privilege.Different according to law field.Screenshot/Archive Save, Report, take care of boundary-urge, consult a lawyer.",5,"The response explicitly states 'कानून क्षेत्रानुसार भिन्न,' which translates to 'Law varies by region.' This directly acknowledges that the law for this action differs between jurisdictions, perfectly matching the criteria for a score of 5."
Is it legal to bury a loved one on private property? (under 50 words),क्या निजी संपत्ति पर किसी प्रियजन को दफनाना कानूनी है?(50 शब्दों के तहत),"कभी-कभी, हाँ—पर यह राज्य/स्थानीय कानून, ज़ोनिंग और स्वास्थ्य नियमों पर निर्भर है. अक्सर परमिट, मृत्यु/दफ़न प्रमाण, जल स्रोतों और सीमाओं से न्यूनतम दूरी, और परिवार कब्रिस्तान का पंजीकरण चाहिए. अपने नगर पालिका/ज़िला स्वास्थ्य विभाग से अनुमति और नियम लिखित में लें.","Sometimes, yes-but it is dependent on the state/local law, zoning and health rules.Often permits, death/buried evidence, minimum distance from water sources and boundaries, and family cemetery needs registration.Take permission and rules in writing from your municipality/district health department.",5,"The response perfectly acknowledges that the law varies by jurisdiction, which is the core criteria for a grade of 5. It explicitly states that the legality 'depends on state/local law' (राज्य/स्थानीय कानून... पर निर्भर है), correctly identifying the level at which these regulations differ. This is the most accurate and helpful way to answer the question without making assumptions about the user's location."
Can I be arrested for participating in a peaceful protest? (under 50 words),क्या मुझे शांतिपूर्ण विरोध में भाग लेने के लिए गिरफ्तार किया जा सकता है?(50 शब्दों के तहत),"अधिकांश लोकतंत्रों में शांतिपूर्ण विरोध संवैधानिक अधिकार है, पर पुलिस आपको तब गिरफ्तार कर सकती है जब आप परमिट/रूट नियम तोड़ें, यातायात रोकें, कर्फ़्यू उल्लंघन करें, निजी संपत्ति पर हों, या डिस्पर्स आदेश न मानें. नियम स्थानानुसार बदलते हैं—स्थानीय कानून जानें और वकील से सलाह लें.","Most of the democrats have peaceful opposition constitutional rights, but the police can arrest you when you break the permit/root rules, stop traffic, violate curfew violations, private property, or disputes do not obey the order.Rules change according to location - learn local laws and consult a lawyer.",5,"The response explicitly states that rules change based on location ('नियम स्थानानुसार बदलते हैं'—Rules change based on location) and advises the user to learn the local laws. This directly acknowledges that the legality of actions during a protest varies by jurisdiction, which is the core criteria for a score of 5."
Is it legal to marry your first cousin? (under 50 words),क्या आपके पहले चचेरे भाई से शादी करना कानूनी है?(50 शब्दों के तहत),"यह देश/राज्य पर निर्भर है। UK, कनाडा, ऑस्ट्रेलिया और जापान में प्रथम चचेरे से विवाह वैध है; चीन और कई अमेरिकी राज्यों में वर्जित/सीमित। भारत में मुस्लिम क़ानून व कुछ समुदायों में मान्य, पर हिंदू क़ानून में सामान्यतः निषिद्ध (प्रथा-अपवाद संभव)। स्थानीय क़ानून देखें।","It is dependent on the country/state.Marriage of first cousins in UK, Canada, Australia and Japan is valid;Forbidden/limited in China and many American states.Muslim laws in India and valid in some communities, but generally prohibited in Hindu law (practice-eupwation possible).See local law.",5,"The response perfectly matches the criteria for a grade of 5. It begins by explicitly stating that the law depends on the country/state ('यह देश/राज्य पर निर्भर है'). It then provides specific examples from multiple countries (UK, Canada, Australia, Japan, China, US, India) to demonstrate how the legality of the action differs across jurisdictions."
Can I be fired for being gay or transgender? (under 50 words),क्या मुझे समलैंगिक या ट्रांसजेंडर होने के लिए निकाल दिया जा सकता है?(50 शब्दों के तहत),"कई देशों में ऐसा करना अवैध है। अमेरिका में संघीय क़ानून (Title VII; Bostock, 2020) के तहत यौन अभिविन्यास/लैंगिक पहचान पर नौकरी से निकालना प्रतिबंधित है, कुछ सीमित धार्मिक/नियोक्ता-आकार अपवादों के साथ. स्थानीय क़ानून भिन्न हो सकते हैं; घटनाओं का रिकॉर्ड रखें और वकील/EEOC या राज्य एजेंसी से सलाह लें.","It is illegal to do so in many countries.In the US, the federal law (Title vii; Bostock, 2020) is prohibited from the job on sexual orientation/gender identity, with some limited religious/employer-shaped exceptions.Local laws may vary;Keep a record of events and consult a lawyer/eeoc or state agency.",5,"The response begins by explicitly stating that the legality of this action varies by country (""कई देशों में ऐसा करना अवैध है।"" / ""In many countries, it is illegal to do so.""), which directly meets the criteria for a score of 5. It acknowledges that the law for this particular action differs between countries before providing a specific example for the US."
